verbatimLocality,species,verbatimSex,wgt,datasetname,sex,occurrence_id,eventDate,decimalLongitude,decimalLatitude
1,DM,M,39.0,Ecological Archives E090-118-D1.,male,10286,1985-04-21,31.938851000000383,-109.08282899999641
11,OL,F,37.0,Ecological Archives E090-118-D1.,female,10287,1985-04-21,31.938056000000422,-109.07930699999636
8,DO,F,44.0,Ecological Archives E090-118-D1.,female,10288,1985-04-21,31.93788400000041,-109.08167999999641
1,DM,M,40.0,Ecological Archives E090-118-D1.,male,10289,1985-04-21,31.938851000000383,-109.08282899999641
1,DM,F,41.0,Ecological Archives E090-118-D1.,female,10290,1985-04-21,31.938851000000383,-109.08282899999641
2,DM,F,44.0,Ecological Archives E090-118-D1.,female,10291,1985-04-21,31.938887000000367,-109.0819749999964
9,DM,M,29.0,Ecological Archives E090-118-D1.,male,10292,1985-04-21,31.93785900000038,-109.08090299999638
1,DM,M,29.0,Ecological Archives E090-118-D1.,male,10293,1985-04-21,31.938851000000383,-109.08282899999641
1,DM,F,48.0,Ecological Archives E090-118-D1.,female,10294,1985-04-21,31.938851000000383,-109.08282899999641
2,DS,M,139.0,Ecological Archives E090-118-D1.,male,10295,1985-04-21,31.938887000000367,-109.0819749999964
5,OL,M,25.0,Ecological Archives E090-118-D1.,male,10296,1985-04-21,31.93897000000045,-109.07960199999637
11,PP,F,8.0,Ecological Archives E090-118-D1.,female,10297,1985-04-21,31.938056000000422,-109.07930699999636
4,OL,F,30.0,Ecological Archives E090-118-D1.,female,10298,1985-04-21,31.93889400000041,-109.0804089999964
9,DS,M,106.0,Ecological Archives E090-118-D1.,male,10299,1985-04-21,31.93785900000038,-109.08090299999638
8,DS,F,135.0,Ecological Archives E090-118-D1.,female,10300,1985-04-21,31.93788400000041,-109.08167999999641
1,DM,F,48.0,Ecological Archives E090-118-D1.,female,10301,1985-04-21,31.938851000000383,-109.08282899999641
1,DO,F,67.0,Ecological Archives E090-118-D1.,female,10302,1985-04-21,31.938851000000383,-109.08282899999641
9,DM,M,43.0,Ecological Archives E090-118-D1.,male,10303,1985-04-21,31.93785900000038,-109.08090299999638
1,DM,M,42.0,Ecological Archives E090-118-D1.,male,10304,1985-04-21,31.938851000000383,-109.08282899999641
13,DM,F,48.0,Ecological Archives E090-118-D1.,female,10305,1985-04-21,31.937028000000442,-109.0826129999964
1,DO,M,57.0,Ecological Archives E090-118-D1.,male,10306,1985-04-21,31.938851000000383,-109.08282899999641
3,PM,M,21.0,Ecological Archives E090-118-D1.,male,10307,1985-04-21,31.938896000000383,-109.0812079999964
11,OL,M,33.0,Ecological Archives E090-118-D1.,male,10308,1985-04-21,31.938056000000422,-109.07930699999636
2,DO,M,41.0,Ecological Archives E090-118-D1.,male,10309,1985-04-21,31.938887000000367,-109.0819749999964
11,DO,F,39.0,Ecological Archives E090-118-D1.,female,10310,1985-04-21,31.938056000000422,-109.07930699999636
13,DM,F,55.0,Ecological Archives E090-118-D1.,female,10311,1985-04-21,31.937028000000442,-109.0826129999964
1,DM,M,44.0,Ecological Archives E090-118-D1.,male,10312,1985-04-21,31.938851000000383,-109.08282899999641
5,DM,M,46.0,Ecological Archives E090-118-D1.,male,10313,1985-04-21,31.93897000000045,-109.07960199999637
13,DM,F,37.0,Ecological Archives E090-118-D1.,female,10314,1985-04-21,31.937028000000442,-109.0826129999964
1,DS,M,100.0,Ecological Archives E090-118-D1.,male,10315,1985-04-21,31.938851000000383,-109.08282899999641
3,PP,F,12.0,Ecological Archives E090-118-D1.,female,10316,1985-04-21,31.938896000000383,-109.0812079999964
1,DS,M,157.0,Ecological Archives E090-118-D1.,male,10317,1985-04-21,31.938851000000383,-109.08282899999641
1,DM,F,36.0,Ecological Archives E090-118-D1.,female,10318,1985-04-21,31.938851000000383,-109.08282899999641
2,DM,F,43.0,Ecological Archives E090-118-D1.,female,10319,1985-04-21,31.938887000000367,-109.0819749999964
1,DO,F,43.0,Ecological Archives E090-118-D1.,female,10320,1985-04-21,31.938851000000383,-109.08282899999641
5,DM,F,40.0,Ecological Archives E090-118-D1.,female,10321,1985-04-21,31.93897000000045,-109.07960199999637
1,DS,F,102.0,Ecological Archives E090-118-D1.,female,10322,1985-04-21,31.938851000000383,-109.08282899999641
8,DM,F,22.0,Ecological Archives E090-118-D1.,female,10323,1985-04-21,31.93788400000041,-109.08167999999641
1,DM,M,46.0,Ecological Archives E090-118-D1.,male,10324,1985-04-21,31.938851000000383,-109.08282899999641
11,DO,M,52.0,Ecological Archives E090-118-D1.,male,10325,1985-04-21,31.938056000000422,-109.07930699999636
1,DM,F,46.0,Ecological Archives E090-118-D1.,female,10326,1985-04-21,31.938851000000383,-109.08282899999641
11,DM,M,43.0,Ecological Archives E090-118-D1.,male,10327,1985-04-21,31.938056000000422,-109.07930699999636
13,DM,M,43.0,Ecological Archives E090-118-D1.,male,10328,1985-04-21,31.937028000000442,-109.0826129999964
5,DO,F,73.0,Ecological Archives E090-118-D1.,female,10329,1985-04-21,31.93897000000045,-109.07960199999637
13,OT,F,19.0,Ecological Archives E090-118-D1.,female,10330,1985-04-21,31.937028000000442,-109.0826129999964
11,DM,M,38.0,Ecological Archives E090-118-D1.,male,10331,1985-04-21,31.938056000000422,-109.07930699999636
15,OT,M,20.0,Ecological Archives E090-118-D1.,male,10332,1985-04-21,31.937059000000463,-109.08103599999639
8,DM,M,39.0,Ecological Archives E090-118-D1.,male,10333,1985-04-21,31.93788400000041,-109.08167999999641
1,DO,F,52.0,Ecological Archives E090-118-D1.,female,10334,1985-04-21,31.938851000000383,-109.08282899999641
10,RM,F,7.0,Ecological Archives E090-118-D1.,female,10335,1985-04-21,31.938017000000432,-109.08009099999637
8,DM,F,52.0,Ecological Archives E090-118-D1.,female,10336,1985-04-21,31.93788400000041,-109.08167999999641
1,DO,F,68.0,Ecological Archives E090-118-D1.,female,10337,1985-04-21,31.938851000000383,-109.08282899999641
5,DM,M,51.0,Ecological Archives E090-118-D1.,male,10338,1985-04-21,31.93897000000045,-109.07960199999637
8,DM,F,50.0,Ecological Archives E090-118-D1.,female,10339,1985-04-21,31.93788400000041,-109.08167999999641
1,DM,M,47.0,Ecological Archives E090-118-D1.,male,10340,1985-04-21,31.938851000000383,-109.08282899999641
4,DM,F,46.0,Ecological Archives E090-118-D1.,female,10341,1985-04-21,31.93889400000041,-109.0804089999964
5,DO,F,50.0,Ecological Archives E090-118-D1.,female,10342,1985-04-21,31.93897000000045,-109.07960199999637
13,DM,M,46.0,Ecological Archives E090-118-D1.,male,10343,1985-04-21,31.937028000000442,-109.0826129999964
9,DM,M,46.0,Ecological Archives E090-118-D1.,male,10344,1985-04-21,31.93785900000038,-109.08090299999638
8,DM,M,46.0,Ecological Archives E090-118-D1.,male,10345,1985-04-21,31.93788400000041,-109.08167999999641
4,DM,M,47.0,Ecological Archives E090-118-D1.,male,10346,1985-04-21,31.93889400000041,-109.0804089999964
13,OT,M,20.0,Ecological Archives E090-118-D1.,male,10347,1985-04-21,31.937028000000442,-109.0826129999964
13,DM,F,53.0,Ecological Archives E090-118-D1.,female,10348,1985-04-21,31.937028000000442,-109.0826129999964
1,DM,F,44.0,Ecological Archives E090-118-D1.,female,10349,1985-04-21,31.938851000000383,-109.08282899999641
11,DM,F,53.0,Ecological Archives E090-118-D1.,female,10350,1985-04-21,31.938056000000422,-109.07930699999636
1,DM,M,43.0,Ecological Archives E090-118-D1.,male,10351,1985-04-21,31.938851000000383,-109.08282899999641
3,DM,F,43.0,Ecological Archives E090-118-D1.,female,10352,1985-04-21,31.938896000000383,-109.0812079999964
13,OT,M,27.0,Ecological Archives E090-118-D1.,male,10353,1985-04-21,31.937028000000442,-109.0826129999964
1,DO,M,59.0,Ecological Archives E090-118-D1.,male,10354,1985-04-21,31.938851000000383,-109.08282899999641
2,DM,F,39.0,Ecological Archives E090-118-D1.,female,10355,1985-04-21,31.938887000000367,-109.0819749999964
9,DM,F,47.0,Ecological Archives E090-118-D1.,female,10356,1985-04-21,31.93785900000038,-109.08090299999638
3,DM,M,44.0,Ecological Archives E090-118-D1.,male,10357,1985-04-21,31.938896000000383,-109.0812079999964
2,DO,M,52.0,Ecological Archives E090-118-D1.,male,10358,1985-04-21,31.938887000000367,-109.0819749999964
1,DS,F,120.0,Ecological Archives E090-118-D1.,female,10359,1985-04-21,31.938851000000383,-109.08282899999641
11,DM,M,40.0,Ecological Archives E090-118-D1.,male,10360,1985-04-21,31.938056000000422,-109.07930699999636
8,DM,M,45.0,Ecological Archives E090-118-D1.,male,10361,1985-04-21,31.93788400000041,-109.08167999999641
9,DM,F,40.0,Ecological Archives E090-118-D1.,female,10362,1985-04-21,31.93785900000038,-109.08090299999638
1,DM,M,45.0,Ecological Archives E090-118-D1.,male,10363,1985-04-21,31.938851000000383,-109.08282899999641
2,DM,F,43.0,Ecological Archives E090-118-D1.,female,10364,1985-04-21,31.938887000000367,-109.0819749999964
11,PE,F,27.0,Ecological Archives E090-118-D1.,female,10365,1985-04-21,31.938056000000422,-109.07930699999636
9,DM,M,39.0,Ecological Archives E090-118-D1.,male,10366,1985-04-21,31.93785900000038,-109.08090299999638
2,DM,M,46.0,Ecological Archives E090-118-D1.,male,10367,1985-04-21,31.938887000000367,-109.0819749999964
4,DM,M,17.0,Ecological Archives E090-118-D1.,male,10368,1985-04-21,31.93889400000041,-109.0804089999964
8,DM,M,52.0,Ecological Archives E090-118-D1.,male,10369,1985-04-21,31.93788400000041,-109.08167999999641
9,DM,F,51.0,Ecological Archives E090-118-D1.,female,10370,1985-04-21,31.93785900000038,-109.08090299999638
17,DM,M,40.0,Ecological Archives E090-118-D1.,male,10371,1985-05-23,31.93711700000044,-109.07941499999637
6,DO,F,60.0,Ecological Archives E090-118-D1.,female,10372,1985-05-23,31.939078000000418,-109.07883599999636
14,OL,F,35.0,Ecological Archives E090-118-D1.,female,10373,1985-05-23,31.937054000000455,-109.0818269999964
17,DM,M,42.0,Ecological Archives E090-118-D1.,male,10374,1985-05-23,31.93711700000044,-109.07941499999637
24,,F,116.0,Ecological Archives E090-118-D1.,female,10375,1985-05-23,31.93856000000045,-109.07773599999635
21,DM,M,44.0,Ecological Archives E090-118-D1.,male,10376,1985-05-23,31.93644800000045,-109.07939799999636
18,DM,F,44.0,Ecological Archives E090-118-D1.,female,10377,1985-05-23,31.937126000000415,-109.07863299999636
6,SS,,,Ecological Archives E090-118-D1.,,10378,1985-05-23,31.939078000000418,-109.07883599999636
19,PE,M,12.0,Ecological Archives E090-118-D1.,male,10379,1985-05-23,31.937438000000434,-109.07791199999635
24,OT,F,17.0,Ecological Archives E090-118-D1.,female,10380,1985-05-23,31.93856000000045,-109.07773599999635
21,RM,M,6.0,Ecological Archives E090-118-D1.,male,10381,1985-05-23,31.93644800000045,-109.07939799999636
12,DO,F,58.0,Ecological Archives E090-118-D1.,female,10382,1985-05-23,31.938203000000424,-109.07851899999636
24,,M,190.0,Ecological Archives E090-118-D1.,male,10383,1985-05-23,31.93856000000045,-109.07773599999635
12,OL,F,34.0,Ecological Archives E090-118-D1.,female,10384,1985-05-23,31.938203000000424,-109.07851899999636
12,DM,F,40.0,Ecological Archives E090-118-D1.,female,10385,1985-05-23,31.938203000000424,-109.07851899999636
18,PE,M,14.0,Ecological Archives E090-118-D1.,male,10386,1985-05-23,31.937126000000415,-109.07863299999636
16,DO,M,44.0,Ecological Archives E090-118-D1.,male,10387,1985-05-23,31.937094000000414,-109.08024399999637
19,PM,F,24.0,Ecological Archives E090-118-D1.,female,10388,1985-05-23,31.937438000000434,-109.07791199999635
24,DM,M,43.0,Ecological Archives E090-118-D1.,male,10389,1985-05-23,31.93856000000045,-109.07773599999635
14,DM,M,49.0,Ecological Archives E090-118-D1.,male,10390,1985-05-23,31.937054000000455,-109.0818269999964
21,DM,F,43.0,Ecological Archives E090-118-D1.,female,10391,1985-05-23,31.93644800000045,-109.07939799999636
18,DM,M,46.0,Ecological Archives E090-118-D1.,male,10392,1985-05-23,31.937126000000415,-109.07863299999636
6,DO,M,51.0,Ecological Archives E090-118-D1.,male,10393,1985-05-23,31.939078000000418,-109.07883599999636
21,RM,F,6.0,Ecological Archives E090-118-D1.,female,10394,1985-05-23,31.93644800000045,-109.07939799999636
24,DM,M,45.0,Ecological Archives E090-118-D1.,male,10395,1985-05-23,31.93856000000045,-109.07773599999635
22,DM,F,35.0,Ecological Archives E090-118-D1.,female,10396,1985-05-23,31.93644100000043,-109.07860199999637
17,DO,M,45.0,Ecological Archives E090-118-D1.,male,10397,1985-05-23,31.93711700000044,-109.07941499999637
6,DO,F,29.0,Ecological Archives E090-118-D1.,female,10398,1985-05-23,31.939078000000418,-109.07883599999636
12,PP,F,13.0,Ecological Archives E090-118-D1.,female,10399,1985-05-23,31.938203000000424,-109.07851899999636
14,OT,F,19.0,Ecological Archives E090-118-D1.,female,10400,1985-05-23,31.937054000000455,-109.0818269999964
12,DM,M,46.0,Ecological Archives E090-118-D1.,male,10401,1985-05-23,31.938203000000424,-109.07851899999636
17,DO,M,50.0,Ecological Archives E090-118-D1.,male,10402,1985-05-23,31.93711700000044,-109.07941499999637
18,,M,136.0,Ecological Archives E090-118-D1.,male,10403,1985-05-23,31.937126000000415,-109.07863299999636
12,DM,F,34.0,Ecological Archives E090-118-D1.,female,10404,1985-05-23,31.938203000000424,-109.07851899999636
22,DM,M,44.0,Ecological Archives E090-118-D1.,male,10405,1985-05-23,31.93644100000043,-109.07860199999637
24,DM,M,36.0,Ecological Archives E090-118-D1.,male,10406,1985-05-23,31.93856000000045,-109.07773599999635
12,DM,F,33.0,Ecological Archives E090-118-D1.,female,10407,1985-05-23,31.938203000000424,-109.07851899999636
14,DM,M,34.0,Ecological Archives E090-118-D1.,male,10408,1985-05-23,31.937054000000455,-109.0818269999964
23,,,,Ecological Archives E090-118-D1.,,10409,1985-05-23,31.93676300000041,-109.07783799999636
15,,,,Ecological Archives E090-118-D1.,,10410,1985-05-23,31.937059000000463,-109.08103599999639
20,,,,Ecological Archives E090-118-D1.,,10411,1985-05-23,31.936334000000446,-109.08019099999639
2,DM,M,33.0,Ecological Archives E090-118-D1.,male,10412,1985-05-24,31.938887000000367,-109.0819749999964
3,PP,M,12.0,Ecological Archives E090-118-D1.,male,10413,1985-05-24,31.938896000000383,-109.0812079999964
4,DO,M,47.0,Ecological Archives E090-118-D1.,male,10414,1985-05-24,31.93889400000041,-109.0804089999964
4,SS,,,Ecological Archives E090-118-D1.,,10415,1985-05-24,31.93889400000041,-109.0804089999964
2,DM,F,40.0,Ecological Archives E090-118-D1.,female,10416,1985-05-24,31.938887000000367,-109.0819749999964
5,OL,M,29.0,Ecological Archives E090-118-D1.,male,10417,1985-05-24,31.93897000000045,-109.07960199999637
8,DO,M,46.0,Ecological Archives E090-118-D1.,male,10418,1985-05-24,31.93788400000041,-109.08167999999641
2,SS,,,Ecological Archives E090-118-D1.,,10419,1985-05-24,31.938887000000367,-109.0819749999964
3,RM,F,5.0,Ecological Archives E090-118-D1.,female,10420,1985-05-24,31.938896000000383,-109.0812079999964
13,DM,M,46.0,Ecological Archives E090-118-D1.,male,10421,1985-05-24,31.937028000000442,-109.0826129999964
2,DM,F,39.0,Ecological Archives E090-118-D1.,female,10422,1985-05-24,31.938887000000367,-109.0819749999964
10,RM,F,11.0,Ecological Archives E090-118-D1.,female,10423,1985-05-24,31.938017000000432,-109.08009099999637
9,DS,M,118.0,Ecological Archives E090-118-D1.,male,10424,1985-05-24,31.93785900000038,-109.08090299999638
4,DM,M,27.0,Ecological Archives E090-118-D1.,male,10425,1985-05-24,31.93889400000041,-109.0804089999964
9,DM,M,33.0,Ecological Archives E090-118-D1.,male,10426,1985-05-24,31.93785900000038,-109.08090299999638
8,DS,F,131.0,Ecological Archives E090-118-D1.,female,10427,1985-05-24,31.93788400000041,-109.08167999999641
7,SS,,,Ecological Archives E090-118-D1.,,10428,1985-05-24,31.938113000000417,-109.0828159999964
8,DS,M,86.0,Ecological Archives E090-118-D1.,male,10429,1985-05-24,31.93788400000041,-109.08167999999641
8,DO,F,44.0,Ecological Archives E090-118-D1.,female,10430,1985-05-24,31.93788400000041,-109.08167999999641
2,DM,F,17.0,Ecological Archives E090-118-D1.,female,10431,1985-05-24,31.938887000000367,-109.0819749999964
5,DM,F,39.0,Ecological Archives E090-118-D1.,female,10432,1985-05-24,31.93897000000045,-109.07960199999637
1,DS,F,107.0,Ecological Archives E090-118-D1.,female,10433,1985-05-24,31.938851000000383,-109.08282899999641
3,PP,F,14.0,Ecological Archives E090-118-D1.,female,10434,1985-05-24,31.938896000000383,-109.0812079999964
5,DM,M,48.0,Ecological Archives E090-118-D1.,male,10435,1985-05-24,31.93897000000045,-109.07960199999637
5,OL,M,29.0,Ecological Archives E090-118-D1.,male,10436,1985-05-24,31.93897000000045,-109.07960199999637
11,DM,M,41.0,Ecological Archives E090-118-D1.,male,10437,1985-05-24,31.938056000000422,-109.07930699999636
3,DM,F,42.0,Ecological Archives E090-118-D1.,female,10438,1985-05-24,31.938896000000383,-109.0812079999964
3,OT,M,22.0,Ecological Archives E090-118-D1.,male,10439,1985-05-24,31.938896000000383,-109.0812079999964
7,RM,M,4.0,Ecological Archives E090-118-D1.,male,10440,1985-05-24,31.938113000000417,-109.0828159999964
1,DS,M,157.0,Ecological Archives E090-118-D1.,male,10441,1985-05-24,31.938851000000383,-109.08282899999641
2,DS,F,111.0,Ecological Archives E090-118-D1.,female,10442,1985-05-24,31.938887000000367,-109.0819749999964
5,PP,F,17.0,Ecological Archives E090-118-D1.,female,10443,1985-05-24,31.93897000000045,-109.07960199999637
4,DM,F,40.0,Ecological Archives E090-118-D1.,female,10444,1985-05-24,31.93889400000041,-109.0804089999964
13,DS,F,139.0,Ecological Archives E090-118-D1.,female,10445,1985-05-24,31.937028000000442,-109.0826129999964
2,DO,M,47.0,Ecological Archives E090-118-D1.,male,10446,1985-05-24,31.938887000000367,-109.0819749999964
11,DM,F,43.0,Ecological Archives E090-118-D1.,female,10447,1985-05-24,31.938056000000422,-109.07930699999636
2,DM,F,38.0,Ecological Archives E090-118-D1.,female,10448,1985-05-24,31.938887000000367,-109.0819749999964
7,RM,F,12.0,Ecological Archives E090-118-D1.,female,10449,1985-05-24,31.938113000000417,-109.0828159999964
13,DM,F,37.0,Ecological Archives E090-118-D1.,female,10450,1985-05-24,31.937028000000442,-109.0826129999964
19,AH,,,Ecological Archives E090-118-D1.,,10451,1985-06-15,31.937438000000434,-109.07791199999635
18,DM,F,40.0,Ecological Archives E090-118-D1.,female,10452,1985-06-15,31.937126000000415,-109.07863299999636
22,PE,F,28.0,Ecological Archives E090-118-D1.,female,10453,1985-06-15,31.93644100000043,-109.07860199999637
21,RM,F,8.0,Ecological Archives E090-118-D1.,female,10454,1985-06-15,31.93644800000045,-109.07939799999636
12,,M,166.0,Ecological Archives E090-118-D1.,male,10455,1985-06-15,31.938203000000424,-109.07851899999636
19,RM,M,10.0,Ecological Archives E090-118-D1.,male,10456,1985-06-15,31.937438000000434,-109.07791199999635
6,DO,F,50.0,Ecological Archives E090-118-D1.,female,10457,1985-06-15,31.939078000000418,-109.07883599999636
17,DM,M,41.0,Ecological Archives E090-118-D1.,male,10458,1985-06-15,31.93711700000044,-109.07941499999637
12,DO,M,41.0,Ecological Archives E090-118-D1.,male,10459,1985-06-15,31.938203000000424,-109.07851899999636
21,DM,F,29.0,Ecological Archives E090-118-D1.,female,10460,1985-06-15,31.93644800000045,-109.07939799999636
12,DM,M,46.0,Ecological Archives E090-118-D1.,male,10461,1985-06-15,31.938203000000424,-109.07851899999636
21,SA,,,Ecological Archives E090-118-D1.,,10462,1985-06-15,31.93644800000045,-109.07939799999636
20,DM,M,45.0,Ecological Archives E090-118-D1.,male,10463,1985-06-15,31.936334000000446,-109.08019099999639
12,DM,F,53.0,Ecological Archives E090-118-D1.,female,10464,1985-06-15,31.938203000000424,-109.07851899999636
14,DM,M,51.0,Ecological Archives E090-118-D1.,male,10465,1985-06-15,31.937054000000455,-109.0818269999964
12,,M,183.0,Ecological Archives E090-118-D1.,male,10466,1985-06-15,31.938203000000424,-109.07851899999636
22,CB,,,Ecological Archives E090-118-D1.,,10467,1985-06-15,31.93644100000043,-109.07860199999637
24,DM,F,36.0,Ecological Archives E090-118-D1.,female,10468,1985-06-15,31.93856000000045,-109.07773599999635
21,RM,M,9.0,Ecological Archives E090-118-D1.,male,10469,1985-06-15,31.93644800000045,-109.07939799999636
12,DM,M,42.0,Ecological Archives E090-118-D1.,male,10470,1985-06-15,31.938203000000424,-109.07851899999636
18,DM,M,47.0,Ecological Archives E090-118-D1.,male,10471,1985-06-15,31.937126000000415,-109.07863299999636
12,DM,F,32.0,Ecological Archives E090-118-D1.,female,10472,1985-06-15,31.938203000000424,-109.07851899999636
22,DM,F,34.0,Ecological Archives E090-118-D1.,female,10473,1985-06-15,31.93644100000043,-109.07860199999637
6,DO,F,40.0,Ecological Archives E090-118-D1.,female,10474,1985-06-15,31.939078000000418,-109.07883599999636
22,AB,,,Ecological Archives E090-118-D1.,,10475,1985-06-15,31.93644100000043,-109.07860199999637
14,DM,M,42.0,Ecological Archives E090-118-D1.,male,10476,1985-06-15,31.937054000000455,-109.0818269999964
17,DO,M,51.0,Ecological Archives E090-118-D1.,male,10477,1985-06-15,31.93711700000044,-109.07941499999637
6,DO,M,51.0,Ecological Archives E090-118-D1.,male,10478,1985-06-15,31.939078000000418,-109.07883599999636
6,DM,F,46.0,Ecological Archives E090-118-D1.,female,10479,1985-06-15,31.939078000000418,-109.07883599999636
12,DM,F,27.0,Ecological Archives E090-118-D1.,female,10480,1985-06-15,31.938203000000424,-109.07851899999636
24,DM,M,41.0,Ecological Archives E090-118-D1.,male,10481,1985-06-15,31.93856000000045,-109.07773599999635
17,DM,,,Ecological Archives E090-118-D1.,,10482,1985-06-15,31.93711700000044,-109.07941499999637
12,DM,F,36.0,Ecological Archives E090-118-D1.,female,10483,1985-06-15,31.938203000000424,-109.07851899999636
22,DM,M,48.0,Ecological Archives E090-118-D1.,male,10484,1985-06-15,31.93644100000043,-109.07860199999637
20,DS,F,85.0,Ecological Archives E090-118-D1.,female,10485,1985-06-15,31.936334000000446,-109.08019099999639
17,DO,F,,Ecological Archives E090-118-D1.,female,10486,1985-06-15,31.93711700000044,-109.07941499999637
16,,,,Ecological Archives E090-118-D1.,,10487,1985-06-15,31.937094000000414,-109.08024399999637
23,,,,Ecological Archives E090-118-D1.,,10488,1985-06-15,31.93676300000041,-109.07783799999636
5,DM,M,49.0,Ecological Archives E090-118-D1.,male,10489,1985-06-16,31.93897000000045,-109.07960199999637
1,DO,M,44.0,Ecological Archives E090-118-D1.,male,10490,1985-06-16,31.938851000000383,-109.08282899999641
4,DM,F,43.0,Ecological Archives E090-118-D1.,female,10491,1985-06-16,31.93889400000041,-109.0804089999964
4,DS,,,Ecological Archives E090-118-D1.,,10492,1985-06-16,31.93889400000041,-109.0804089999964
8,DS,M,95.0,Ecological Archives E090-118-D1.,male,10493,1985-06-16,31.93788400000041,-109.08167999999641
13,DM,M,44.0,Ecological Archives E090-118-D1.,male,10494,1985-06-16,31.937028000000442,-109.0826129999964
7,RM,,,Ecological Archives E090-118-D1.,,10495,1985-06-16,31.938113000000417,-109.0828159999964
3,PP,M,19.0,Ecological Archives E090-118-D1.,male,10496,1985-06-16,31.938896000000383,-109.0812079999964
9,DM,M,39.0,Ecological Archives E090-118-D1.,male,10497,1985-06-16,31.93785900000038,-109.08090299999638
8,DO,M,30.0,Ecological Archives E090-118-D1.,male,10498,1985-06-16,31.93788400000041,-109.08167999999641
3,AH,,,Ecological Archives E090-118-D1.,,10499,1985-06-16,31.938896000000383,-109.0812079999964
5,OL,M,33.0,Ecological Archives E090-118-D1.,male,10500,1985-06-16,31.93897000000045,-109.07960199999637
2,DM,F,42.0,Ecological Archives E090-118-D1.,female,10501,1985-06-16,31.938887000000367,-109.0819749999964
7,RM,F,6.0,Ecological Archives E090-118-D1.,female,10502,1985-06-16,31.938113000000417,-109.0828159999964
4,DM,M,37.0,Ecological Archives E090-118-D1.,male,10503,1985-06-16,31.93889400000041,-109.0804089999964
2,DS,F,84.0,Ecological Archives E090-118-D1.,female,10504,1985-06-16,31.938887000000367,-109.0819749999964
11,DM,M,47.0,Ecological Archives E090-118-D1.,male,10505,1985-06-16,31.938056000000422,-109.07930699999636
10,RM,F,12.0,Ecological Archives E090-118-D1.,female,10506,1985-06-16,31.938017000000432,-109.08009099999637
11,DM,F,40.0,Ecological Archives E090-118-D1.,female,10507,1985-06-16,31.938056000000422,-109.07930699999636
9,DS,M,115.0,Ecological Archives E090-118-D1.,male,10508,1985-06-16,31.93785900000038,-109.08090299999638
4,OL,F,40.0,Ecological Archives E090-118-D1.,female,10509,1985-06-16,31.93889400000041,-109.0804089999964
15,AH,,,Ecological Archives E090-118-D1.,,10510,1985-06-16,31.937059000000463,-109.08103599999639
3,PP,F,19.0,Ecological Archives E090-118-D1.,female,10511,1985-06-16,31.938896000000383,-109.0812079999964
7,RM,F,14.0,Ecological Archives E090-118-D1.,female,10512,1985-06-16,31.938113000000417,-109.0828159999964
3,PP,M,19.0,Ecological Archives E090-118-D1.,male,10513,1985-06-16,31.938896000000383,-109.0812079999964
5,DM,F,27.0,Ecological Archives E090-118-D1.,female,10514,1985-06-16,31.93897000000045,-109.07960199999637
8,DS,F,128.0,Ecological Archives E090-118-D1.,female,10515,1985-06-16,31.93788400000041,-109.08167999999641
2,DO,F,54.0,Ecological Archives E090-118-D1.,female,10516,1985-06-16,31.938887000000367,-109.0819749999964
1,DS,M,76.0,Ecological Archives E090-118-D1.,male,10517,1985-06-16,31.938851000000383,-109.08282899999641
2,DM,F,15.0,Ecological Archives E090-118-D1.,female,10518,1985-06-16,31.938887000000367,-109.0819749999964
2,DM,F,40.0,Ecological Archives E090-118-D1.,female,10519,1985-06-16,31.938887000000367,-109.0819749999964
8,DO,F,53.0,Ecological Archives E090-118-D1.,female,10520,1985-06-16,31.93788400000041,-109.08167999999641
1,DS,F,120.0,Ecological Archives E090-118-D1.,female,10521,1985-06-16,31.938851000000383,-109.08282899999641
5,DM,F,43.0,Ecological Archives E090-118-D1.,female,10522,1985-06-16,31.93897000000045,-109.07960199999637
1,DS,F,123.0,Ecological Archives E090-118-D1.,female,10523,1985-06-16,31.938851000000383,-109.08282899999641
3,DM,F,47.0,Ecological Archives E090-118-D1.,female,10524,1985-06-16,31.938896000000383,-109.0812079999964
4,DM,F,40.0,Ecological Archives E090-118-D1.,female,10525,1985-06-16,31.93889400000041,-109.0804089999964
10,RM,M,10.0,Ecological Archives E090-118-D1.,male,10526,1985-06-16,31.938017000000432,-109.08009099999637
4,DS,F,69.0,Ecological Archives E090-118-D1.,female,10527,1985-06-16,31.93889400000041,-109.0804089999964
11,DM,M,47.0,Ecological Archives E090-118-D1.,male,10528,1985-06-16,31.938056000000422,-109.07930699999636
2,DO,M,52.0,Ecological Archives E090-118-D1.,male,10529,1985-06-16,31.938887000000367,-109.0819749999964
1,DS,M,157.0,Ecological Archives E090-118-D1.,male,10530,1985-06-16,31.938851000000383,-109.08282899999641
13,DS,F,126.0,Ecological Archives E090-118-D1.,female,10531,1985-06-16,31.937028000000442,-109.0826129999964
1,DO,F,50.0,Ecological Archives E090-118-D1.,female,10532,1985-06-16,31.938851000000383,-109.08282899999641
2,DM,F,30.0,Ecological Archives E090-118-D1.,female,10533,1985-06-16,31.938887000000367,-109.0819749999964
5,DO,F,52.0,Ecological Archives E090-118-D1.,female,10534,1985-06-16,31.93897000000045,-109.07960199999637
11,DM,F,40.0,Ecological Archives E090-118-D1.,female,10535,1985-06-16,31.938056000000422,-109.07930699999636
9,DM,M,44.0,Ecological Archives E090-118-D1.,male,10536,1985-06-16,31.93785900000038,-109.08090299999638
